target_lang|closest_lang_0|map_dist_0|closest_lang_1|map_dist_1|closest_lang_2|map_dist_2|closest_lang_3|map_dist_3|closest_lang_4|map_dist_4
ory|ben|0.03061054932224691|taj|0.036577644305252906|suz|0.036652959764364626|tel|0.04164817516105851|hlt|0.042347089741615565
ote|otq|0.0029590245724268683|maz|0.003638315909229159|nhw|0.007534780658262182|nch|0.007563945110073502|tpt|0.007576356893505888
otq|maz|0.0022921685013402872|ote|0.0029590245724268683|nhw|0.00976744516463828|nch|0.010227902461051817|tpt|0.010494365011084413
pab|nab|0.011452536398844266|kyz|0.020936194274843237|gyr|0.02401537115486153|cax|0.026531367447077837|ign|0.043101286766552414
pad|mbj|0.027502035427122123|tca|0.033155124305634574|ese|0.03736182096999077|cbs|0.043792800613711165|mcd|0.043945881334245304
pan|bgc|0.005935093769349599|kfs|0.008880541210668726|bfz|0.01042987241605887|mjl|0.01061651258140115|xnr|0.010927177310320144
pao|ood|0.05711456642912155|tew|0.06320517355048984|tac|0.0882637810774114|stp|0.1189375810259866|crn|0.12102814004690235
pes|glk|0.028302083759668265|sdh|0.031342712929521614|arb|0.052948117466245406|azj|0.05410985715228634|hye|0.054123907690649876
pib|cot|0.0021907809415356947|cjo|0.005248750323807181|cni|0.005598606008783616|not|0.006593865625791064|mcb|0.007155557821884683
pir|tuo|0.0005714783380324751|cbv|0.0021327984088513005|cbc|0.002588279410343783|tue|0.0030706290893715103|gvc|0.0031641903291537
pjt|rop|0.058672625625087044|llg|0.09940578374713785|txq|0.09950814816948567|rgu|0.10018498669724969|nfa|0.10038810373096961
pls|npl|0.003111132355126966|mit|0.003494475779197573|nhy|0.004471193103193119|miz|0.005818115509476276|maq|0.006198170916200478
poi|zpc|0.006582036527087604|cnl|0.006729037648779007|cle|0.007265819494155076|chz|0.007489258533451279|mco|0.0075557016992559844
pol|ces|0.016540448646606535|slk|0.018348808427612356|bel|0.024883804252578797|lit|0.02548455828382424|hun|0.02770183260435727
por|glg|0.013177108432487247|ast|0.016426795496404058|spa|0.029867535868656328|cat|0.04172688838180112|fra|0.06040960098782045
