target_lang|closest_lang_0|average_dist_0|map_dist_0|tree_dist_0|asp_dist_0|closest_lang_1|average_dist_1|map_dist_1|tree_dist_1|asp_dist_1|closest_lang_2|average_dist_2|map_dist_2|tree_dist_2|asp_dist_2|closest_lang_3|average_dist_3|map_dist_3|tree_dist_3|asp_dist_3|closest_lang_4|average_dist_4|map_dist_4|tree_dist_4|asp_dist_4
ake|mbc|0.8208011040766138|0.9892038722424299|0.7692307692307693|0.7039686707566417|ycn|0.5384211533877061|0.9318907002303775|0.15384615384615385|0.5295266060865871|guo|0.5377929966172031|0.9364651580099017|0.2|0.476913831841708|pib|0.536212920009327|0.8822337494906958|0.13333333333333333|0.5930716772039519|guh|0.5341953831579178|0.9550070707493159|0.16666666666666666|0.4809124120577709
alp|kje|0.7219631408725008|0.9718943596286415|0.43478260869565216|0.7592124542932086|lex|0.7219538855117871|0.9718665935465005|0.43478260869565216|0.7592124542932086|llg|0.7080777320900026|0.9483540753101325|0.4166666666666667|0.7592124542932086|txq|0.7078959628779501|0.9478087676739751|0.4166666666666667|0.7592124542932086|nfa|0.7027318890431732|0.9469683620856131|0.43478260869565216|0.7264446963482544
ame|not|0.7179197419127233|0.9927242289055417|0.7272727272727273|0.4337622695599008|mcb|0.6886087517430525|0.9823259202738018|0.6153846153846154|0.46811571957074005|cot|0.6730446303798425|0.9885487338141637|0.6153846153846154|0.4152005419407484|cni|0.6565276318770192|0.9891480210568872|0.5714285714285714|0.40900630314559916|cpu|0.65650249295415|0.9960819428472808|0.5333333333333333|0.4400922026818356
amf|udu|0.5410046902332248|0.9740739228076675|0.2|0.448940147892007|luo|0.5309411554373997|0.9649794237423065|0.15384615384615385|0.4739978887237387|kyq|0.51328747175036|0.892500800193822|0.15384615384615385|0.49351546121110423|mdy|0.5125605858481307|0.9946014000286179|0.2|0.34308035751577415|ndj|0.5118762955505801|0.9254880525755057|0.13333333333333333|0.47680750074290135
amh|heb|0.5817623191965967|0.8901284416767834|0.4444444444444444|0.4107140714685623|arb|0.5612316017789919|0.9072809970860449|0.47058823529411764|0.3058255729568131|mlt|0.529385330945748|0.8160480771272354|0.4444444444444444|0.32766347126556405|udu|0.5063040025192601|0.9676826771457062|0.14285714285714285|0.4083721875549311|luo|0.48358483489719556|0.9247352583131261|0.11764705882352941|0.4083721875549311
amk|rai|0.6829048375741982|0.9106053929066558|0.4166666666666667|0.7214424531492722|lbb|0.6824120197664062|0.9091269394832798|0.4166666666666667|0.7214424531492722|met|0.6646245370901573|0.9384571370056946|0.4166666666666667|0.6387498075981108|apr|0.6645621950588877|0.9382701109118856|0.4166666666666667|0.6387498075981108|bnp|0.6635888006598886|0.9219675487733274|0.43478260869565216|0.6340162445106861
apb|aia|0.9511968273487112|0.9964476249032767|0.8571428571428571|1.0|lgl|0.9374315000230692|0.9941126818873892|0.8181818181818182|1.0|kwf|0.9374194886573081|0.9940766477901058|0.8181818181818182|1.0|far|0.9253654772534251|0.9934877361081017|0.782608695652174|1.0|nlg|0.8863292097959334|0.9923209627211336|0.6666666666666666|1.0
apr|met|0.9432511039166349|0.9964199784165714|0.8333333333333334|1.0|mee|0.9254423193317917|0.976326957995375|0.8|1.0|tbc|0.9206944150352084|0.9928524758748558|0.7692307692307693|1.0|mbh|0.916387047134707|0.9799303721733517|0.7692307692307693|1.0|bzh|0.8088023361561638|0.9912397731676248|0.64|0.7951672353008665
arb|mlt|0.670623770195547|0.8548666715437283|0.8235294117647058|0.333475227278207|heb|0.6301768823054321|0.9538013853792051|0.5882352941176471|0.3484939674194443|amh|0.5612316017789919|0.9072809970860449|0.47058823529411764|0.3058255729568131|mdy|0.47494809242504443|0.8727631146023044|0.15384615384615385|0.3982350088266752|sdh|0.4664716622695239|0.9696414706093968|0.10526315789473684|0.324510358304438
arl|cbu|0.5687657100260696|0.9836655452301476|0.2857142857142857|0.4369172991337753|cbt|0.557236213636696|0.9774404799855976|0.25|0.4442681609244903|qub|0.5434100298745145|0.9578256691181131|0.18181818181818182|0.4905862386872486|qxh|0.5428978984860057|0.9562892749525864|0.18181818181818182|0.4905862386872486|ura|0.541071876029997|0.9861523558662001|0.2857142857142857|0.3513489865095052
asm|ben|0.7311398862853542|0.9867260751740008|0.7619047619047619|0.44478882177729984|ory|0.6920243658659951|0.9572904536351807|0.7|0.4187826439628045|pan|0.6223967568757007|0.9202444223014283|0.5|0.44694584832567386|mjl|0.6096701049513663|0.924258517199441|0.5263157894736842|0.3784360081809739|bfz|0.6019575212451397|0.927436555554445|0.5|0.3784360081809739
ast|glg|0.7815260125514955|0.9936961313416617|0.8666666666666667|0.4842152396461581|spa|0.7534319114384614|0.9767584746194559|0.8666666666666667|0.41687059302926155|por|0.7338441140423465|0.983573204503596|0.8125|0.4054591376234432|cat|0.7108573373216199|0.968085374747913|0.8571428571428571|0.3073437800740898|oci|0.697653203845479|0.9470361240200045|0.8275862068965517|0.31833728061988054
ata|geb|0.7380343075583581|0.9641029226750741|0.25|1.0|gai|0.7379715088537382|0.9639145265612146|0.25|1.0|msy|0.7290236915505005|0.9648488524292794|0.2222222222222222|1.0|agg|0.6756854088609566|0.9443987290029949|0.4|0.6826574975798749|byr|0.6697078241941661|0.9701609012970619|0.2857142857142857|0.7532482855711504
atb|lao|0.5240422032615986|0.9643786199689142|0.1|0.5077479898158814|suz|0.5041568171252305|0.9365452225955806|0.0|0.5759252287801109|hlt|0.503916588092196|0.9713956771856239|0.0|0.5403540870909638|cek|0.5031205649969624|0.9690076078999235|0.0|0.5403540870909638|cgc|0.5008949204460803|0.863175716497119|0.13333333333333333|0.5061757115077887
atg|ikk|0.7101383443970599|0.9956050846821817|0.47058823529411764|0.6642217132148803|nin|0.689770505058059|0.9840371703803491|0.42105263157894735|0.6642217132148803|mkl|0.6642163833670457|0.9723828368643714|0.42105263157894735|0.5992136816578182|kdl|0.6545911027720525|0.9846064599950264|0.4|0.579166848321131|soy|0.6526172663093787|0.969033381624121|0.375|0.6138184173040149
awb|agd|0.9038532985991101|0.9972741815116161|0.7142857142857143|1.0|tbg|0.8712751308822555|0.998440777262151|0.6153846153846154|1.0|omw|0.871157152937334|0.9980868434273863|0.6153846153846154|1.0|snp|0.808230867205414|0.9961211730448134|0.42857142857142855|1.0|kyg|0.7994329878904881|0.9982989636714645|0.4|1.0
azg|trc|0.8706196711067937|0.9964743979357658|0.6153846153846154|1.0|mxb|0.8551056355433566|0.9938883352014982|0.5714285714285714|1.0|mpm|0.8433877077638376|0.9968297899581798|0.5333333333333333|1.0|mib|0.8432345691412224|0.9963703740903338|0.5333333333333333|1.0|mie|0.8431879494481199|0.9962305150110262|0.5333333333333333|1.0
azj|tur|0.6583466235268282|0.9420034978722535|0.6666666666666666|0.36636970604156427|uzn|0.5585198860377486|0.9045392383664803|0.375|0.3960204197467654|kaz|0.5462601419353919|0.8888299256232238|0.42857142857142855|0.32137907161152324|hye|0.5043396169678026|0.9917256998652909|0.14285714285714285|0.3784360081809739|kat|0.4900761589608207|0.9877673934507444|0.15384615384615385|0.3286149295855638
azz|nhy|0.9486126050775705|0.9886949580898543|0.8571428571428571|1.0|ngu|0.9474419170865449|0.9851828941167775|0.8571428571428571|1.0|nhe|0.9315491798565335|0.9946475395696005|0.8|1.0|nch|0.9310205412102194|0.9930616236306579|0.8|1.0|nhw|0.9302545790840995|0.9907637372522985|0.8|1.0
bao|tuo|0.8310083150596963|0.996390150536342|0.7692307692307693|0.7274040254119776|tav|0.8310016877721867|0.9975229707827754|0.8571428571428571|0.6383392353909276|tue|0.8014357988400443|0.9991624968847495|0.5333333333333333|0.8718115663020504|cbc|0.8006554642061|0.9968214929829163|0.5333333333333333|0.8718115663020504|pir|0.7962231566573327|0.996153273565493|0.5714285714285714|0.8210876249779335
bba|cme|0.7910558733948547|0.9563523911165879|0.8235294117647058|0.5932858173032705|soy|0.7571410877092802|0.9907175418974384|0.5714285714285714|0.7092771498018313|tbz|0.7491971715361198|0.9896238806274175|0.5217391304347826|0.7362285035461595|gng|0.7263654656003445|0.9869809610817275|0.5|0.6921154357193063|dop|0.701443730837047|0.9926936412886735|0.7|0.4116375512224676
bbb|mcq|0.8877831835434907|0.9966828839638053|0.6666666666666666|1.0|ata|0.6378738429203982|0.972381900089953|0.2857142857142857|0.6555253429569556|agg|0.627958016035462|0.9512165505265109|0.25|0.6826574975798749|byr|0.6197383126052283|0.9817443748837029|0.2|0.677470562931982|geb|0.6012053419122936|0.9662725009617432|0.18181818181818182|0.6555253429569556
bel|ukr|0.7317923204704148|0.9756801691401502|0.8|0.41969679227109435|ces|0.7052543933959593|0.9591389813629139|0.625|0.5316241988249639|rus|0.6969525035401688|0.9182082047620671|0.8571428571428571|0.31550644871558253|mkd|0.693553566981883|0.9337797632420749|0.625|0.5218809377035741|slv|0.6903105598742294|0.9450976327042222|0.6666666666666666|0.4591673802517994
bem|poy|0.7624154421848138|0.9595901065094613|0.6956521739130435|0.6320040461319367|nya|0.7610278136610059|0.9699848066403935|0.64|0.6730986343426241|seh|0.7512878278307326|0.9407648491495738|0.64|0.6730986343426241|kde|0.7494600853117473|0.9441235652301178|0.64|0.6642566907051244|lug|0.7413837179778774|0.9356679042063925|0.6153846153846154|0.6730986343426241
ben|asm|0.7311398862853542|0.9867260751740008|0.7619047619047619|0.44478882177729984|ory|0.7108531515647555|0.9693894506777531|0.7368421052631579|0.4263278987533553|pan|0.6333426226236365|0.9215255145953996|0.5263157894736842|0.452186563801826|snd|0.6256938032221759|0.893560058847405|0.5263157894736842|0.45720556134543877|mjl|0.617090842163924|0.923787523466338|0.5555555555555556|0.3719294474698783
bfz|kfx|0.9614189742053759|0.9953680337272387|0.8888888888888888|1.0|mjl|0.9399209322460291|0.9962333849733815|0.8235294117647058|1.0|kfs|0.910751986551764|0.9954138543921341|0.7368421052631579|1.0|gbk|0.9093591913143619|0.9912354686799278|0.7368421052631579|1.0|dgo|0.9082308965621525|0.9878505844232995|0.7368421052631579|1.0
bgc|hin|0.7533675071462804|0.977250880384455|0.8421052631578947|0.4407463778964916|urd|0.7390629078030037|0.9499423032481705|0.8421052631578947|0.42514115700294586|mjl|0.7133820878803236|0.9852008377643829|0.5882352941176471|0.5667101317589407|bfz|0.703032445051487|0.9868316478399647|0.5555555555555556|0.5667101317589407|kfx|0.7017964710357513|0.9831237257927578|0.5555555555555556|0.5667101317589407
bgt|nlg|0.9684378739900272|0.9962227128791725|0.9090909090909091|1.0|apb|0.8852025245283018|0.988940906918239|0.6666666666666666|1.0|aia|0.8743744171839807|0.9867596151883057|0.6363636363636364|1.0|lgl|0.8677326876744775|0.9945024108495193|0.6086956521739131|1.0|kwf|0.867657142333472|0.9942757748265031|0.6086956521739131|1.0
bhd|gbk|0.9503517261114139|0.9939123211913846|0.8571428571428571|1.0|kfs|0.9486491901207478|0.9888047132193862|0.8571428571428571|1.0|dgo|0.9192600142149082|0.9958752807399628|0.7619047619047619|1.0|mjl|0.9085740823363272|0.9888801417458235|0.7368421052631579|1.0|kfx|0.8964293891957903|0.9892881675873711|0.7|1.0
bjr|omw|0.8133635173468136|0.9985837707377148|0.8333333333333334|0.6081734479693928|tbg|0.8132314979709511|0.9981877126101273|0.8333333333333334|0.6081734479693928|agd|0.7408437863509535|0.9989732956988521|0.6153846153846154|0.6081734479693928|awb|0.7401121811478616|0.9967784800895767|0.6153846153846154|0.6081734479693928|snp|0.6883186345326017|0.9952439940899507|0.46153846153846156|0.6081734479693928
bjv|kyq|0.88298758399716|0.9822960853248136|0.6666666666666666|1.0|nin|0.561292190723118|0.9515820882747309|0.10526315789473684|0.6270313259998863|atg|0.5552222110897675|0.9385256306239771|0.1|0.6271410026453255|lin|0.5514071414436206|0.9272470736525633|0.07142857142857142|0.6555457792497269|soy|0.550326901795266|0.912162288081783|0.125|0.6138184173040149
bjz|urt|0.5340140462437203|0.953983756276425|0.15384615384615385|0.4942122286085818|ata|0.5243648665620356|0.9753891081888274|0.18181818181818182|0.4158873096790975|bnp|0.5206631768490125|0.9775127656584685|0.1|0.48447676488856906|lbb|0.5195600764213347|0.9651959163765962|0.09523809523809523|0.49824621764931265|rai|0.5193716472006797|0.9646306287146311|0.09523809523809523|0.49824621764931265
bkd|cgc|0.9065418571070181|0.9696255713210542|0.75|1.0|obo|0.8502114712704838|0.9950788582558958|0.5555555555555556|1.0|mbb|0.8411918169639883|0.9972596614182806|0.5263157894736842|1.0|mbt|0.8411595909119433|0.9971629832621458|0.5263157894736842|1.0|tbl|0.7305866872808434|0.9890132858641602|0.4|0.8027467759783701
blz|tbl|0.6490892437038944|0.960296499424969|0.4|0.5869712316867144|mqj|0.6481449073005878|0.9755576519397321|0.375|0.5938770699620313|agn|0.6448831700579533|0.9338398695862428|0.42857142857142855|0.5722382120161886|bps|0.6407047376711122|0.9601429813266225|0.375|0.5869712316867144|bpr|0.6405741219022333|0.9597511340199855|0.375|0.5869712316867144
bmr|hto|0.6342971015043123|0.9946433300952866|0.25|0.6582479744176504|guo|0.6159095935863539|0.9789545018232683|0.3333333333333333|0.53544094560246|con|0.6060631671896732|0.9734223164767772|0.4|0.44476718509224233|cbi|0.6057177851325574|0.9621079712136065|0.2857142857142857|0.5693310984697799|ura|0.5970345085809963|0.9741574330468478|0.4|0.416946092696141
bmu|ksr|0.9626220921177123|0.9989773874642482|0.8888888888888888|1.0|ded|0.9405804901339775|0.9982120586372264|0.8235294117647058|1.0|mpp|0.8140363594527124|0.997664633913693|0.4444444444444444|1.0|iou|0.7986027133485133|0.9958081400455397|0.4|1.0|dah|0.7977197265791306|0.993159179737392|0.4|1.0
bnp|rai|0.8157159096476514|0.9848582957657318|0.6956521739130435|0.766637259264179|lbb|0.8155858958352603|0.9844682543285586|0.6956521739130435|0.766637259264179|rug|0.7796840043513725|0.9570301384053228|0.6153846153846154|0.766637259264179|bzh|0.7521584599174211|0.9802536430660264|0.5833333333333334|0.6928884033529037|apr|0.7405716918985202|0.9833705540626747|0.6086956521739131|0.629648869458973
boa|con|0.6008503552720514|0.9704393641510876|0.4|0.4321117016650666|pad|0.5682990843792336|0.9510280115261747|0.3333333333333333|0.42053590827819287|ura|0.5624310755870323|0.9778435083282879|0.4|0.3094497184328091|cbu|0.5604328048790234|0.9712148105479732|0.4|0.31008360408909685|guo|0.5500691662146305|0.9728324260652972|0.3333333333333333|0.34404173924526127
boj|gam|0.6651887206558788|0.9955661619676364|0.0|1.0|kue|0.6650716695035177|0.995215008510553|0.0|1.0|med|0.6641055606302094|0.992316681890628|0.0|1.0|kyc|0.6637134398344705|0.9911403195034114|0.0|1.0|imo|0.6633055241383158|0.9899165724149476|0.0|1.0
bos|hrv|0.7885742928739354|0.9896785559899562|0.9166666666666666|0.45937765596518365|srp|0.7841163445404516|0.9803234903342288|0.9166666666666666|0.4553588766204594|slv|0.7618260845002816|0.983972146470688|0.7|0.6015061070301566|mkd|0.7109589547532155|0.9768596677216613|0.5714285714285714|0.5845886251094137|bul|0.6822510513417671|0.9676072232603101|0.5714285714285714|0.5077173593364196
box|bba|0.6668161376652977|0.9634240177643943|0.631578947368421|0.40544544786307746|tbz|0.6550492989262954|0.973785945465606|0.6153846153846154|0.37597733592866456|gng|0.6469861607729427|0.9764364422563573|0.5925925925925926|0.3719294474698783|cme|0.6468261526833325|0.9902068211828934|0.6|0.35027163686710416|soy|0.6135851636435744|0.9726875572539|0.47058823529411764|0.39747969838270536
bpr|bps|0.9516696706332973|0.997866154757035|0.8571428571428571|1.0|tbl|0.9222119927158595|0.9974052089168093|0.7692307692307693|1.0|agn|0.7439979025170956|0.9620471637139024|0.5|0.7699465438373843|cgc|0.7315072959248354|0.9632036832247075|0.42857142857142855|0.8027467759783701|obo|0.7239082329902188|0.993977922992286|0.375|0.8027467759783701
bps|bpr|0.9516696706332973|0.997866154757035|0.8571428571428571|1.0|tbl|0.9215407381826664|0.9953914453172296|0.7692307692307693|1.0|agn|0.7433054980291907|0.959969950250188|0.5|0.7699465438373843|cgc|0.7308168583317992|0.9611323704455987|0.42857142857142855|0.8027467759783701|obo|0.7235531593243992|0.9929127019948275|0.375|0.8027467759783701
bqc|bus|0.8924987219167276|0.9944979534168374|0.875|0.8079982123333456|bqp|0.8899169960993175|0.9949755343037197|0.875|0.7997754539942328|yre|0.6416726941230761|0.9452031081221618|0.375|0.6048149742470667|bba|0.6286165955588402|0.9936997021901598|0.125|0.7671500844863611|soy|0.6131376356226194|0.9865573060361195|0.14285714285714285|0.7099984579745958
bqp|bqc|0.8899169960993175|0.9949755343037197|0.875|0.7997754539942328|bus|0.8653037851111706|0.9960906596238207|0.875|0.7248206957096911|yre|0.657023645359233|0.9426950024160456|0.375|0.6533759336616531|bba|0.6378468961117657|0.9921507407496508|0.125|0.7963899475856462|soy|0.6047500716174242|0.9831892295904343|0.14285714285714285|0.6882038424046955
bss|mcp|0.6797933797207865|0.9805362644156158|0.5714285714285714|0.4874153033181724|lin|0.6378019786146315|0.939656053376429|0.4375|0.5362498824674657|poy|0.6359080200733839|0.833453114072324|0.5833333333333334|0.4909376128144939|ken|0.6318749054780267|0.9963205630595481|0.5454545454545454|0.35384960791998676|kam|0.6282021768435023|0.8385840954240562|0.5384615384615384|0.5075608966449123
bul|mkd|0.7992511776892681|0.9834078004101163|0.8888888888888888|0.5254568437687992|slv|0.6958873070113248|0.9563676129550995|0.7058823529411765|0.4254119551376987|bos|0.6822510513417671|0.9676072232603101|0.5714285714285714|0.5077173593364196|bel|0.6688387063297215|0.9451181804767838|0.625|0.4363979385123812|ukr|0.6643696009921133|0.959653236407583|0.5882352941176471|0.44522027245110973
bus|bqc|0.8924987219167276|0.9944979534168374|0.875|0.8079982123333456|bqp|0.8653037851111706|0.9960906596238207|0.875|0.7248206957096911|yre|0.638497389135976|0.9464216167846626|0.375|0.5940705506232654|soy|0.637869764251475|0.986270212992318|0.14285714285714285|0.7844819369049643|bba|0.6071744877236915|0.9955472254198865|0.125|0.7009762377511881
byr|ata|0.6697078241941661|0.9701609012970619|0.2857142857142857|0.7532482855711504|agg|0.6420045928594406|0.9689647239303442|0.25|0.7070490546479773|geb|0.6397568055964503|0.9842039494000187|0.18181818181818182|0.7532482855711504|gai|0.6394654494561927|0.9833298809792457|0.18181818181818182|0.7532482855711504|msy|0.6348476839381882|0.9846280995767476|0.16666666666666666|0.7532482855711504
bzh|met|0.8099641500461953|0.9947252148377194|0.64|0.7951672353008665|apr|0.8088023361561638|0.9912397731676248|0.64|0.7951672353008665|mee|0.7946537804485961|0.9734094906603062|0.6153846153846154|0.7951672353008665|tbc|0.7916473139194103|0.9871821138647722|0.5925925925925926|0.7951672353008665|mbh|0.7885008907568148|0.9777428443769854|0.5925925925925926|0.7951672353008665
bzj|srm|0.7093285818292383|0.7985345622564182|0.7878787878787878|0.541572395352509|srn|0.7047461835231493|0.8079602728639979|0.7647058823529411|0.541572395352509|djk|0.6951946106108208|0.8011542936228103|0.7428571428571429|0.541572395352509|eng|0.6097776405285692|0.5838228476433025|0.7741935483870968|0.47131652555530834|tpi|0.5290569269177944|0.30348708689785353|0.7272727272727273|0.5564109665828024
caa|knj|0.8284537929362209|0.9853613788086629|0.5|1.0|ctu|0.7457541314976234|0.9772567218449307|0.75|0.5100056726479395|mop|0.7144902253800215|0.9914589625452768|0.42857142857142855|0.7234402850233592|lac|0.7117044417204994|0.9831016115667107|0.42857142857142855|0.7234402850233592|chf|0.7010105369041661|0.9736739289528564|0.75|0.3793576817596419
cab|tfr|0.6228061266753154|0.95915052627867|0.15384615384615385|0.7554216999011223|gym|0.6182030224052762|0.9563302244575635|0.14285714285714285|0.7554216999011223|sab|0.6166002295602226|0.9515218459224027|0.14285714285714285|0.7554216999011223|cuk|0.6134370559205845|0.9420323250034883|0.14285714285714285|0.7554216999011223|guo|0.5974207359037829|0.8924524656874624|0.2|0.6998097420238862
cap|mca|0.5808144935430136|0.9355163901036841|0.2857142857142857|0.5212128048110709|qul|0.572060943130158|0.9755323840230993|0.2222222222222222|0.5184282231451525|cbu|0.5617442158767422|0.9059440735285429|0.4|0.3792885741016834|con|0.5458495219234827|0.8835174349151852|0.4|0.3540311308552627|qvw|0.5423805146283248|0.9465987810278834|0.2222222222222222|0.45832054063486893
car|guo|0.6048910301079201|0.91514038730546|0.2857142857142857|0.6138184173040147|cbt|0.6015330007599052|0.8720883900882259|0.2857142857142857|0.6467963264772041|yad|0.5938952028433523|0.9003184815279913|0.2857142857142857|0.5956528412877797|jvn|0.5860158051949318|0.9877524086529655|0.2|0.5702950069318298|ycn|0.5824126498980527|0.9132217051834722|0.2|0.6340162445106861
cat|glg|0.7324507857300455|0.9619708953123255|0.8571428571428571|0.3782386047349541|ast|0.7108573373216199|0.968085374747913|0.8571428571428571|0.3073437800740898|spa|0.6999554854672742|0.9873732433808495|0.8571428571428571|0.25535035587811583|por|0.692426277219392|0.9582731116181988|0.8|0.31900572003997707|oci|0.6906410939727339|0.973820715217047|0.8888888888888888|0.20921367781226574
cax|gyr|0.6263848813884504|0.9947309132000149|0.18181818181818182|0.7026055491471543|yad|0.6217544777881255|0.906870248157843|0.3333333333333333|0.6250598518732002|agr|0.6071924201027167|0.891690500264924|0.3333333333333333|0.5965534267098926|cbr|0.580556179664411|0.9137877055395774|0.25|0.5778808334536555|cbt|0.5804018605996409|0.8976390966646476|0.3333333333333333|0.5102331518009416
cbc|tue|0.9157084272288657|0.997125281686597|0.75|1.0|pir|0.8461374902927735|0.9974117205896562|0.6666666666666666|0.8743340836219975|bao|0.8006554642061|0.9968214929829163|0.5333333333333333|0.8718115663020504|gvc|0.7977753123877814|0.9943797432979078|0.6666666666666666|0.7322795271987699|sri|0.7904537754038716|0.9963613262116148|0.375|1.0
cbi|cof|0.7466906646973809|0.9947762523248099|0.75|0.49529574176733304|bmr|0.6057177851325574|0.9621079712136065|0.2857142857142857|0.5693310984697799|inb|0.5897862111474098|0.9877092957896734|0.15384615384615385|0.6278031838064023|ura|0.585271571255945|0.9650815693658108|0.3333333333333333|0.457399811068691|cbt|0.5824621625433193|0.962769824388098|0.2857142857142857|0.4989023775275744
cbr|kaq|0.7097439177846762|0.9872014907715607|0.6153846153846154|0.5266456471978522|mcd|0.6975286320448219|0.9755405259829132|0.6153846153846154|0.5016607547669366|cbs|0.6909699593373829|0.9759979768931822|0.6666666666666666|0.4302452344523001|shp|0.6755639696862804|0.9909135702873064|0.6153846153846154|0.42039372338691927|yaa|0.6665934164007662|0.9780027428333328|0.6153846153846154|0.4063928909843506
cbs|mcd|0.8113522146376443|0.9991664259005895|0.8|0.6348902180123432|yaa|0.7502178629114438|0.9975080559450907|0.8|0.4531455327892402|kaq|0.7137059201469317|0.9754305103539745|0.6666666666666666|0.49902058342015376|shp|0.7022664538446093|0.9754641406434305|0.6666666666666666|0.46466855422373077|cbr|0.6909699593373829|0.9759979768931822|0.6666666666666666|0.4302452344523001
cbt|agr|0.6428420416462163|0.9936455031160466|0.3333333333333333|0.601547288489269|jiv|0.6351571737674515|0.9857409910773828|0.2857142857142857|0.6340162445106861|hub|0.6234129695834877|0.9888717817483977|0.2857142857142857|0.5956528412877797|yad|0.6182908165022684|0.9716791296768313|0.3333333333333333|0.5498599864966405|cbu|0.6182785525109291|0.9922407760153404|0.4|0.46259488151744665
cbu|cbt|0.6182785525109291|0.9922407760153404|0.4|0.46259488151744665|con|0.6041374324064654|0.9750314593142555|0.5|0.33738083790514095|ura|0.5997203411263217|0.9915271786804376|0.5|0.3076338446985274|agr|0.5989208625428463|0.9919725928292332|0.4|0.4047899947993058|jiv|0.5941735398859646|0.9917874752558694|0.3333333333333333|0.457399811068691
