0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15
-0.021683168|-0.15421757|0.14146675|0.22494742|0.32240212|-0.037809223|-0.18137826|-0.14418258|0.21689981|-0.20987292|0.15991317|-0.33400378|-1.0341227|0.9466266|0.9750502|-0.06477472
-0.41192982|-0.5636477|-0.14981854|0.4220211|-0.4393394|-0.8139259|0.4268755|0.50529766|-0.30008906|-0.4710075|-0.567881|-0.26121455|0.49336496|-0.16513497|0.637712|-0.5647152
-1.1897748|-0.115878634|0.29144928|0.3032672|0.09171136|-0.17062128|-0.10928627|-0.059049714|1.1171459|-0.31901044|-0.15422635|-0.41047353|-0.11198911|0.16633749|0.16516596|-0.05210152
0.10385841|0.52830243|-0.56639564|0.28501958|-0.41794267|-0.9200175|0.49629524|0.5310511|0.36704838|-0.86393875|-0.37753665|-0.08337831|0.50354546|-0.36148787|0.7763587|0.20120911
-0.06323572|-0.07535526|0.5300392|-0.01152979|-0.20516044|1.0313764|-0.6104013|-0.009673691|-0.22060943|0.48822168|0.32432473|0.084622465|0.059339672|0.3591668|-0.0010963645|0.49715212
-0.3413177|-0.16552283|-0.45009542|-0.5455914|-0.289443|-0.70356554|0.46467084|0.32141098|0.36583403|-0.8673511|-0.45059797|-0.56450504|0.5436803|-0.6418415|0.48299843|-0.5668961
0.13630229|-0.31335565|-1.28635|-0.08525511|0.12519664|-0.9413956|0.4954974|0.16973677|0.32620963|-0.53242797|-0.06044427|-0.22291902|0.15473014|0.06950608|0.22776784|0.17468964
0.004130737|-0.025930246|-0.00043613825|0.08885659|0.0933161|-0.70636237|0.4009418|0.42324328|0.12656327|-0.67979324|-0.26595667|-0.2922561|0.26299945|0.10348641|0.6456172|1.278765
-0.15233214|0.50549424|0.12281841|0.50479186|-0.7991323|-0.17449886|-0.5001235|-0.85796034|0.09114776|0.9053971|-0.35000497|0.27614188|0.4259561|-0.74594456|-0.7649901|1.1712523
-0.35681793|-0.18720344|-0.24875471|-0.20425287|-0.030398209|-0.7071209|0.76421577|0.42125034|0.07008536|-0.8125122|-0.2641406|-0.05215323|0.27527714|-0.49014992|0.4963826|-0.91866016
-0.31288752|-0.20382737|-0.08161829|0.13388708|-0.20610592|-1.0751622|0.47487038|0.49919742|-0.13291101|-0.46289963|-0.30414754|-0.22747758|0.39547703|-0.61882013|0.73227113|0.30817473
-0.85991555|-0.9282154|0.42589572|0.33103645|-1.0382977|0.43278626|-0.29111928|0.37480485|-0.7192353|0.4547329|0.7543383|-0.53770834|-0.4266237|0.101729065|-0.3136928|0.82852346
-0.41237795|-0.7526205|-0.4170429|-0.31800342|0.031150607|-0.78347814|0.54123175|0.39149278|-0.13580723|-0.7446457|-0.3356157|-0.122537725|0.4623263|-0.19935712|0.6564166|0.09847723
0.05657569|0.708191|0.45197958|-0.20960622|0.5057051|0.6509164|-1.065846|-0.8321095|-0.03204714|0.08887163|-0.031458057|-0.1438115|-0.43735617|-0.25422496|-0.5664911|0.27191722
-0.40012243|0.18204159|0.8700156|-0.8618085|0.5810666|0.6038485|-0.53258604|-0.4634759|0.13705388|0.87498254|0.70423406|0.28716505|-0.2097389|0.49577692|-0.007265822|-0.53718245
-0.24806023|-0.25037113|-0.2536882|0.1459556|0.092741355|-0.36775848|0.33505273|0.31874087|0.13452137|-0.8158485|-0.35632327|0.060355097|0.24415876|0.021551296|0.3397746|-1.4083922
-0.061167564|-0.3022796|-0.45235193|-0.07716467|-0.026648404|-0.4499512|0.38811338|0.4059618|1.4684895|-0.7355283|-0.18275811|-0.11331977|-0.18011647|-0.032831736|0.28893495|-0.024034662
0.09770055|0.16433313|0.7863097|-0.16797478|-0.39750427|0.888514|-0.5791903|-0.26794633|-0.09333871|0.67019206|0.282908|0.107853614|-0.009501478|-0.123206325|-0.47044617|0.52944577
0.07504987|0.2654303|0.6595472|-0.35888916|-0.27178952|0.99414337|-0.5449522|-0.25061178|-0.3595303|0.83658403|-0.01506917|-0.23315154|-0.10209607|-0.008371497|-0.29063898|0.43081772
-0.056113254|0.29506102|0.33686414|-0.31809193|-0.31321365|0.8100196|-0.4257538|-0.88473934|0.09365859|0.21003217|0.33451343|-0.755575|-0.3787937|-0.24333027|-0.56523734|0.3698474
-0.21754053|0.40702277|-0.113968335|0.59739566|-0.3873926|-0.0177884|-0.48434362|-0.20430484|-1.1362537|0.5871862|-0.5398002|-0.40793|0.70330817|0.3815246|-0.4836512|0.20268248
-0.25897554|0.3519796|0.7698169|-0.27049226|-0.3193956|0.823948|-0.584728|-0.24106927|-0.39493355|0.64903104|-0.07400767|-0.37834534|-0.31624174|0.3429103|-0.34380725|0.48682424
-0.21837792|0.01475661|-0.45306474|-0.15612131|0.015920235|-0.7146487|0.6168873|0.79421467|0.38713154|-0.8487975|-0.79427963|-0.04538537|0.111226335|-0.53761244|0.35357288|0.12233937
-0.034510203|-0.19808011|-0.3703352|0.056732778|-0.020481443|-0.7689688|1.251807|0.6628664|-0.2724262|-0.63482356|-0.4741713|-0.12011319|0.25579593|-0.017981237|0.38749194|0.21946995
-0.011724761|1.0451238|-0.51993155|0.07505042|-0.6799642|0.7212838|-0.4495903|0.52438843|-0.6703712|0.16874327|0.71231246|0.7395847|0.35474983|0.028512789|-0.62568444|-0.56172913
0.35387167|-0.4806284|-0.6934511|-0.8466343|-0.79031044|0.5436488|0.20051496|-0.23246619|-0.58157045|0.07655257|0.5530854|0.7733309|0.18304354|-0.7922622|-0.29566303|0.56046987
-0.5210697|0.24028954|-0.014231383|0.44275847|-0.615638|0.2473223|0.679857|0.2592214|-1.0020007|0.6489206|0.5357733|0.5826462|0.4296378|-0.6569716|-0.0817717|-0.5770438
-0.6523605|0.5388532|0.4984985|0.22353734|-0.91444975|0.7323417|-0.4057516|0.47084588|0.90856016|0.5180172|-0.58614266|0.7426609|-0.42242807|-0.1734156|-0.5706417|-0.8837469
-0.59389454|0.4760873|0.12686403|0.259991|-0.49692705|0.9397315|0.66130036|-0.37354022|-0.4915204|0.6701472|0.5874812|0.7348831|0.4818209|-0.16163392|-0.41312805|-0.5398965
0.48247468|0.80447006|0.97254026|0.48498902|0.38882354|0.6808758|-0.20714024|0.49449024|0.65819645|0.44301656|0.49649265|-0.5443869|-0.2843189|0.30231467|-0.7532433|-0.005239385
0.3937118|0.5919611|0.85935426|-0.6620409|0.2271276|1.0130376|0.80031973|-0.5073618|0.13135599|0.62431633|0.922296|-0.4573775|0.47548115|-0.9592279|-0.2013382|-0.5252808
0.5901207|-0.48867595|-0.5652264|0.33553028|-0.63501847|0.906627|-0.8197829|-0.48988965|0.5950262|0.6151046|-0.22919698|0.6344019|0.4681317|-0.53404385|-0.35505712|0.880368
-0.5104384|0.21941502|-0.470375|0.30473834|-0.52691096|0.75948393|0.2562015|-0.8465652|-0.6276538|0.4360092|0.41333565|0.85997736|-0.647386|-0.71671975|-0.03833777|0.5183442
-0.66530246|0.51596487|0.5533377|-0.83213747|-0.7185475|0.79517835|-0.18463035|0.42172506|-0.5607196|0.06223588|-0.4689285|0.78052634|-0.3944406|-0.2918564|-0.5923439|-0.6482495
-0.723193|-0.65959924|0.39399672|-0.14267354|-0.74880326|0.1796028|0.012884138|-0.11070881|-0.67450917|0.6331951|0.57479155|0.7444067|0.47245395|-0.9254054|-0.6663605|0.7489738
-0.58715534|-0.5076825|-0.5160841|-0.85166776|0.36992022|0.8249927|0.68366766|-0.57137346|0.5496926|0.84647167|0.5984494|0.6738392|-0.41124833|-0.3311121|-0.00733454|-0.6136075
0.42293462|-0.6907641|0.2322058|-0.6714867|-0.5606191|0.78225046|0.7515316|-0.5122485|-0.4943038|0.40242368|0.6352704|0.36706153|-0.24411866|-0.30523062|0.5620948|0.8556137
0.45294335|-0.63856125|-0.60429764|-0.86002207|-0.86665785|0.82793146|-0.40250596|-0.45954815|0.58479273|0.60876167|-0.60923517|0.08340064|-0.483127|-0.06381069|-0.25947937|-0.7097248
0.82163626|0.17056616|-0.49446052|-0.68299174|-0.819915|0.5427877|0.04106108|0.5635567|-0.7053205|0.41558763|-0.2810807|0.7329082|0.4065282|-0.19697088|0.0017022984|-0.65128154
-0.5702308|-0.31579417|-0.23140596|-0.0096835755|0.28676134|-0.5793196|0.13887365|0.6089506|0.19638889|-0.7289342|1.3360691|-0.72208077|-0.26815453|0.23190667|0.26593256|-0.13534762
0.22959282|-0.19130456|0.09414535|0.20646277|0.29650512|-0.37722206|-0.083367385|0.17940708|0.10771383|-1.4875561|-0.012356801|-0.40803754|-0.19595328|0.17543925|0.32406545|-0.11481538
0.31996778|-0.04861468|0.07539876|0.81021655|0.44348907|0.5342866|-0.41150078|-1.0088923|-0.42424732|0.43679062|0.19442959|-0.21317552|-0.37542042|0.0077703097|-0.71141183|-0.78007376
-0.017889729|-0.33999628|-1.2435647|-0.19212604|0.5711945|-0.68865603|0.38254935|-0.014778276|0.19359565|-0.44524702|-0.04392408|-0.0038118311|0.3201564|0.117490396|0.646538|0.21815158
0.5682239|0.66183597|-0.6880766|-0.35713756|-0.6071813|0.9966405|-0.63192594|0.019624494|0.32452878|0.033536647|0.90653145|0.24738593|0.58040875|-0.8468683|-0.63059384|-0.6190542
-1.1954522|-0.039987072|-0.057312082|0.11317795|-0.0055681486|0.019012518|-0.17134063|-0.35037935|0.43848836|0.914122|-0.13944533|0.121539466|-1.1404095|0.28922534|-0.07104535|-0.7439052
0.38338396|-0.7504591|-0.38482255|-0.8278761|-0.82786894|0.87096465|-0.23471089|-0.4134467|-0.31590286|0.036566336|-0.53290355|0.12891993|0.51724523|-0.7017609|0.15471107|-0.5734951
-0.24895982|0.33149087|-0.45600528|0.43260327|-0.61248994|0.84727985|0.8907729|-0.22521973|-0.5469339|0.8581566|0.78826195|-0.008607333|-0.5506823|-0.88044375|-0.5771457|0.7318184
0.59838164|0.31712675|-0.48620856|-0.56923985|-0.68515027|0.79873466|0.3677517|0.83511984|-0.78696036|0.35777196|0.4804662|-0.1910247|-0.027300125|-0.6557765|-0.19937779|0.7510074
-0.33722878|0.21654943|0.46744344|-0.450839|0.2046301|0.94149774|-0.9627441|-0.19370246|-0.22400495|0.5555572|0.6527179|0.063212335|-0.21649244|0.4680108|-0.44053012|0.5381837
0.22721758|-0.08207565|-1.4549623|0.695447|1.0176286|-0.40507323|-1.035435|0.57927275|-0.12689586|-0.9339913|0.23801588|-0.3474941|-0.14308311|0.084995285|0.20288932|-0.5249647
-0.7123126|0.34985504|-0.48874736|0.597403|-0.12827832|0.81957996|-0.30482236|-0.953229|-0.69792664|0.3662555|-0.37244177|0.7117616|0.9732557|-0.5284249|-0.14079548|-0.68309796
0.60635287|0.35156256|-0.6188978|-0.56278884|-0.57482344|0.93286675|0.5008364|0.43194038|-0.71217716|0.32332176|0.48751244|-0.007268174|0.29527494|-0.67432165|-0.07110707|0.70635957
-0.112321325|0.84238183|-0.19435056|-0.46225324|-0.9159033|-0.34015718|-0.44485113|0.46007884|-0.18315198|0.34332418|0.70176166|-0.027223194|-0.92411864|-0.77159816|-0.51144665|0.61050594
0.058048468|-0.40391463|0.6060348|-0.17647818|-0.7998561|0.7785304|0.73568285|-0.34707317|-0.5623788|0.5021717|-0.22888353|0.7189241|0.6249544|-0.7844977|-0.0102291675|-0.5543278
0.4027211|0.30682108|-0.63571495|-0.8118187|-0.5982044|-0.08183034|-0.39909852|-0.1325262|-0.5066547|0.3389378|0.66537434|1.1537714|0.40277022|0.91656816|-0.14103119|0.8288707
-0.70129174|0.50407493|-0.68851644|-0.78934795|-0.9126591|0.63499314|-0.20904255|-0.5655872|0.51749086|0.46132475|0.6625825|-0.27582446|-0.5656055|-0.27633607|0.17674962|0.725352
0.35744336|0.50036013|-0.15176228|0.50548273|-0.82617027|1.1022668|0.7533429|0.5022339|-0.23934835|0.53220487|-0.06881671|0.6035122|0.3193437|-0.6061542|-0.13155857|-0.42980614
-0.008155627|-0.5196104|-0.5360042|-0.74516326|-0.83918697|0.8211432|-0.32203868|-0.62267506|-0.36708692|0.41680792|0.7714728|0.54935527|0.6444278|-0.72283983|-0.6911351|-0.780354
0.15541668|0.33085826|-0.25244364|0.5046349|-0.70622665|0.73787606|0.8139553|-0.7781085|-0.6684715|0.5679069|0.72760427|0.42380384|-0.47743133|-0.8629944|-0.66242206|-0.71040606
0.50196433|0.6687992|-0.44973624|-0.7787766|-0.7715806|-0.22176501|0.8537307|-0.2531988|0.14542381|0.27199337|0.6264974|0.7074981|0.1089078|-0.78888744|0.04179749|-0.5263091
0.4971906|0.47513002|-0.2327454|0.44590518|-0.81164604|-0.39219594|0.22705516|-0.15905702|-1.1637731|0.53580165|1.2460046|-0.13375248|-0.969984|-0.8203534|-0.22905892|-0.29306027
-0.6844819|-0.7064496|-0.59742016|0.45745692|-0.74191856|0.74182945|-0.47506836|0.059814896|-0.39904663|0.24860609|-0.5045286|0.39701644|0.61229223|-0.7284615|-0.5112833|-0.6254684
-0.23994167|0.44318298|-0.2567731|0.41298196|-0.42713508|0.7279683|-0.34138188|0.82780516|-0.5723489|0.21557102|0.7803929|0.5157786|0.15695786|-0.9444999|0.109913096|0.7237564
-0.6186645|-0.27566373|0.006145517|0.30382732|-0.7657515|0.74371195|0.61882454|-0.51604515|-0.6278837|0.8731223|0.61628276|-0.013785991|-0.55171484|-0.2975919|-0.33677596|-0.8691768
-0.7026453|0.41450524|0.1175354|0.48755828|-0.20826657|0.778945|0.69134706|-0.051896613|-0.4745785|0.53845495|0.43040526|0.8626365|0.49902096|-0.55701876|-0.020584606|-0.5639252
1.1803334|0.26189187|0.44412366|-0.12474881|-0.31412753|-0.24173161|0.011787708|-0.3528222|-0.16588703|0.089335345|-0.17332834|-0.1631586|0.49733657|0.5253177|0.18594484|0.31864256
0.09656787|0.5809599|-0.81371367|0.44904846|-0.501428|0.26566017|-0.053961806|0.9732095|-0.60419536|0.38904628|0.44925204|-0.2534903|-0.5523945|-0.29406697|-0.1185207|1.0350026
0.57001907|0.44238234|-0.39321092|0.21592835|0.13637865|0.73127717|-0.87136376|-0.9017723|0.15729219|0.34980983|0.15588012|-0.8160878|-0.37315893|-0.12629105|-0.5220727|0.7170466
0.094289124|0.2065993|0.93015814|-0.18498051|0.034876414|0.2932406|-0.49610412|-0.55290186|0.3087956|0.6092554|0.24146175|1.0328965|0.24694298|0.44172496|-0.11470567|0.25775668
-0.14499237|-0.10872291|-0.5191413|0.10728596|-0.41399992|-0.84139633|0.4277933|0.90041035|0.20345311|-0.81702644|-0.44438297|-0.31085286|0.30108398|-0.53236574|0.33202222|0.11059859
0.20880085|-0.14809346|-0.102337815|-0.69921076|0.4531369|0.24349917|-0.34683287|-0.3362142|-0.31939495|0.9428722|0.21853833|-0.25266072|-0.8775652|-0.023373816|-0.19514905|-0.45290053
-0.07365058|-0.20655197|-0.63997555|0.19864778|0.053155754|-0.68700665|0.6667537|0.8339758|-0.17958896|-1.0001788|-0.34422275|-0.08068249|0.3534059|-0.5812244|0.27063006|0.32278267
0.98321426|0.5260449|0.20508704|-0.5458846|0.84486574|0.26758733|-0.7197858|-0.02437376|-0.76966393|1.1307123|0.33253387|-0.22928579|0.17635758|0.22885793|-0.12187065|-0.24378413
0.14755782|-0.08947068|0.0039466796|0.20971307|-0.7942964|1.137403|0.05737464|-0.010860624|0.2091911|-0.41278148|-0.058172595|-0.36767864|-0.10818498|0.7566741|0.2693827|-0.061195668
0.3806958|0.61212915|-0.96802014|-0.82426536|-1.2087659|0.06600373|0.10425887|-0.14026582|-0.4505334|-0.42041463|0.5755272|0.50483155|0.45862785|-0.07381322|-0.5117719|-0.5117032
1.278877|-0.31222206|-0.10050574|-0.1675518|0.45322278|0.4195854|-0.33568043|-0.69262564|0.09634322|0.08885067|0.8797436|0.27454954|-0.108621046|0.8367263|-0.4604037|0.06292059
-0.54154325|0.514021|0.48733887|-0.31852317|-0.68297446|0.6541318|-0.67254305|-0.08452329|-0.39020807|0.80111015|0.07333378|0.013089432|-0.06919929|-0.59762174|-0.19158122|0.6978149
0.16994664|-0.11424171|0.624403|0.003932472|0.14443369|0.6591689|-0.681764|-0.22434929|-1.2359349|0.40052706|0.4569195|-0.45612735|-0.32861605|0.047445875|-0.49708474|0.46748927
0.49067888|1.0684665|0.04477396|0.24549374|-0.4849349|-0.050094023|-0.69637054|-0.33259195|-0.5686073|-0.21714115|0.20060787|-0.0340491|-0.059107598|-0.48949417|-0.8088843|0.03639607
0.03445322|0.6036799|0.89802647|-0.37877575|0.44036767|0.36057553|-1.6394027|-0.6472801|0.36094117|0.037757475|-0.17032804|0.04301903|-0.22437327|0.44202155|-0.13225645|-0.30655602
0.09732917|0.36772835|-0.5753939|-0.5192074|-1.1028712|0.8021266|0.8022834|-0.3956116|-0.4119811|0.4084304|0.71222085|0.062638916|0.6561655|-0.19261588|-0.03685768|0.54366374
-0.811381|0.28548813|-0.15402384|-0.043009367|0.18293847|-0.19616693|-0.83034176|-0.74388707|0.044012595|0.43114856|0.5558927|-1.2723346|-0.110053234|-0.19686069|-0.6054262|-0.7008709
-0.72777796|-0.98902637|0.5238348|0.3943233|-0.17715797|-0.51763946|-0.08324054|-0.74158114|-0.695215|0.62205434|0.7258332|-0.0953007|-0.52693367|0.28234497|0.13443354|0.8760167
-0.41812125|-0.53089315|-0.39939672|0.07126634|-0.3499592|-0.79592663|0.6704439|0.4809015|0.32032144|-0.7376531|-0.4280841|0.4856763|0.6184894|-0.2892589|0.36407256|-0.5833802
-0.16424486|0.07180102|-0.44545236|0.092565924|0.37535784|-0.3967653|0.09067918|0.20949647|0.42104638|-1.8838674|-0.04948572|-0.32532644|-0.26872998|-0.25233522|0.36945823|-0.14518318
0.64543194|0.92205113|-0.41159743|-0.25093862|0.79459935|-0.42019325|0.057448577|-0.7004298|-0.46419576|0.21722856|0.4095926|0.28601637|-0.27390075|-0.42981115|-0.28822297|-0.4971133
-0.2595908|0.16521265|0.66737866|-0.4877761|0.121571854|0.5178684|-0.5368265|-0.37426952|-0.43637356|0.6851187|1.0937532|0.18920684|-0.093367405|0.34366786|-0.25963238|-0.062582046
0.7094005|0.21477896|-0.5232194|-0.005691615|0.6096131|0.3162855|-0.13475049|0.07245573|-0.59888464|1.0155344|-0.15059727|-1.4079037|-0.092297964|-0.28941268|-0.8534361|-0.33359244
-0.21969819|-0.29550004|-0.44366276|-0.2398481|-0.06777026|-0.7863067|0.6344213|0.6061582|0.08043794|-1.0137734|-0.1802997|0.15526783|0.27318326|-0.11898614|0.70251|-0.15641065
-0.46487403|-0.1782773|-0.5318571|-0.07352668|0.19511831|-0.79040265|0.70049644|0.35554954|-0.18647392|-0.99406415|-0.40777418|0.1192976|0.32224044|0.00048979966|0.7341798|-0.24182315
0.031490244|0.40958318|0.24072833|0.32071754|0.27351847|-0.15742135|0.09738268|-0.08092154|-1.7165653|-0.31964958|-0.15015447|-0.26699823|-0.20826901|0.3187238|0.18015945|0.10419901
-0.067578435|0.12388856|-0.6633046|0.2478329|0.3114294|-0.7451325|0.31825557|0.67249787|0.037300672|-0.8211717|-0.3812604|0.03352292|0.3216315|-0.5686039|0.7427429|0.24211779
0.25751942|0.95925903|0.0338667|1.165729|-0.071981914|0.39375922|-0.056881282|-0.93506616|0.15504523|0.38863656|-0.6430559|-0.84188825|0.16991311|0.4968769|-0.62115836|0.45495695
0.42236152|0.34087768|0.048017606|-0.9986698|-0.06925219|0.65578157|-0.1916234|-0.34992033|0.3454504|0.36876583|0.60118717|0.38585797|0.30206633|0.54772776|0.060245108|0.3929818
0.2333936|-0.44697738|0.32108817|0.46402282|-0.09927121|0.20187703|-1.2686452|-0.005301175|0.31263462|-0.19800617|-0.0075308704|-0.63336766|0.03175158|0.7605859|-0.36790434|0.1121709
-0.12696515|0.35167506|0.14064094|0.39660192|-0.31640637|0.80260724|-0.9232259|-0.15047865|-0.46931478|0.52798957|-0.08390267|0.045910306|-0.33434412|0.27298412|-0.5877117|0.5739254
0.10530857|0.2832594|1.1070639|-0.3366644|0.64395636|0.33810338|-0.6355109|-0.114713535|-0.112282194|0.31534013|-0.15189458|0.4503077|-0.21871668|0.45406532|-0.2798224|-0.22158444
